[detection] The camouflaged objects.
COD10K-CAM-2-Terrestrial-23-Cat-1472.jpg@#@<p>The camouflaged objects</p> {<0><11><32><37>}<delim>{<39><15><99><62>}
COD10K-CAM-2-Terrestrial-38-Lizard-2155.jpg@#@<p>The camouflaged objects</p> {<40><11><63><99>}<delim>{<0><2><23><60>}<delim>{<28><54><51><100>}
COD10K-CAM-2-Terrestrial-22-Bug-1285.jpg@#@<p>The camouflaged objects</p> {<31><24><65><57>}<delim>{<1><0><100><100>}
COD10K-CAM-3-Flying-53-Bird-3087.jpg@#@<p>The camouflaged objects.</p> {<1><1><100><98>}<delim>{<1><1><100><98>}
COD10K-CAM-3-Flying-62-Mantis-4276.jpg@#@<p>The camouflaged objects</p> {<22><13><77><96>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-926.jpg@#@<p>The camouflaged objects</p> {<1><24><99><98>}
COD10K-CAM-1-Aquatic-10-LeafySeaDragon-419.jpg@#@<p>The camouflaged objects</p> {<57><63><69><81>}<delim>{<2><0><48><58>}<delim>{<60><61><78><85>}<delim>{<54><39><66><48>}
COD10K-CAM-1-Aquatic-9-GhostPipefish-409.jpg@#@<p>The camouflaged objects</p> {<21><3><57><61>}<delim>{<57><28><74><96>}
COD10K-CAM-2-Terrestrial-42-Sciuridae-2408.jpg@#@<p>The camouflaged objects</p> {<38><25><61><64>}<delim>{<40><26><61><59>}<delim>{<65><0><99><47>}
COD10K-CAM-3-Flying-63-Mockingbird-4408.jpg@#@<p>The camouflaged objects</p> {<21><30><53><71>}<delim>{<65><0><99><74>}
COD10K-CAM-3-Flying-65-Owl-4511.jpg@#@<p>The camouflaged objects</p> {<24><27><41><96>}<delim>{<30><27><40><66>}<delim>{<11><28><17><45>}
COD10K-CAM-5-Other-69-Other-5062.jpg@#@<p>The camouflaged objects</p> {<1><38><99><100>}<delim>{<35><43><56><73>}
COD10K-CAM-3-Flying-59-Grasshopper-3856.jpg@#@<p>The camouflaged objects</p> {<9><14><92><99>}
COD10K-CAM-2-Terrestrial-29-Dog-1820.jpg@#@<p>The camouflaged objects</p> {<65><79><73><89>}<delim>{<62><77><70><89>}<delim>{<61><77><67><89>}
COD10K-CAM-2-Terrestrial-42-Sciuridae-2402.jpg@#@<p>The camouflaged objects</p> {<1><34><69><100>}
COD10K-CAM-3-Flying-55-Butterfly-3306.jpg@#@<p>The camouflaged objects</p> {<42><40><57><56>}<delim>{<42><41><58><56>}
COD10K-CAM-3-Flying-65-Owl-4574.jpg@#@<p>The camouflaged objects</p> {<57><33><74><60>}<delim>{<61><29><72><38>}
COD10K-CAM-3-Flying-53-Bird-3031.jpg@#@<p>The camouflaged objects</p> {<1><0><100><100>}
COD10K-CAM-3-Flying-57-Dragonfly-3580.jpg@#@<p>The camouflaged objects</p> {<19><8><100><100>}<delim>{<0><1><98><100>}
COD10K-CAM-3-Flying-56-Cicada-3444.jpg@#@<p>The camouflaged objects</p> {<24><13><70><100>}<delim>{<1><1><100><100>}
COD10K-CAM-1-Aquatic-15-SeaHorse-996.jpg@#@<p>The camouflaged objects</p> {<53><14><89><88>}<delim>{<0><1><50><100>}<delim>{<26><1><50><100>}
COD10K-CAM-3-Flying-59-Grasshopper-3773.jpg@#@<p>The camouflaged objects</p> {<43><41><80><79>}<delim>{<0><49><5><76>}
COD10K-CAM-2-Terrestrial-38-Lizard-2125.jpg@#@<p>The camouflaged objects</p> {<40><25><81><90>}<delim>{<38><26><81><92>}<delim>{<40><59><57><81>}<delim>{<15><58><23><72>}
COD10K-CAM-3-Flying-53-Bird-3234.jpg@#@<p>The camouflaged objects</p> {<30><26><48><61>}<delim>{<49><19><62><66>}<delim>{<65><80><75><100>}
COD10K-CAM-2-Terrestrial-37-Lion-2113.jpg@#@<p>The camouflaged objects.</p> {<39><46><58><67>}<delim>{<0><10><29><59>}
COD10K-CAM-3-Flying-61-Katydid-3942.jpg@#@<p>The camouflaged objects</p> {<27><19><86><65>}<delim>{<45><30><65><65>}
COD10K-CAM-4-Amphibian-67-Frog-4763.jpg@#@<p>The camouflaged objects</p> {<45><43><76><78>}<delim>{<0><28><100><100>}
COD10K-CAM-2-Terrestrial-40-Rabbit-2360.jpg@#@<p>The camouflaged objects</p> {<64><59><80><76>}
COD10K-CAM-2-Terrestrial-38-Lizard-2244.jpg@#@<p>The camouflaged objects</p> {<27><23><67><49>}<delim>{<15><33><80><99>}<delim>{<1><31><28><65>}
COD10K-CAM-3-Flying-53-Bird-3057.jpg@#@<p>The camouflaged objects</p> {<42><38><97><67>}<delim>{<24><75><35><83>}<delim>{<51><40><60><55>}
COD10K-CAM-3-Flying-55-Butterfly-3303.jpg@#@<p>The camouflaged objects</p> {<26><18><92><87>}
COD10K-CAM-3-Flying-62-Mantis-4315.jpg@#@<p>The camouflaged objects</p> {<9><29><50><92>}<delim>{<18><27><36><51>}<delim>{<30><24><45><43>}
COD10K-CAM-3-Flying-53-Bird-3125.jpg@#@<p>The camouflaged objects</p> {<34><27><81><79>}<delim>{<0><58><100><100>}
COD10K-CAM-5-Other-69-Other-5051.jpg@#@<p>The camouflaged objects</p> {<0><1><96><94>}
COD10K-CAM-2-Terrestrial-35-Kangaroo-2053.jpg@#@<p>The camouflaged objects</p> {<1><38><99><97>}
COD10K-CAM-2-Terrestrial-46-StickInsect-2805.jpg@#@<p>The camouflaged objects</p> {<12><3><53><54>}<delim>{<15><2><52><46>}
COD10K-CAM-2-Terrestrial-36-Leopard-2088.jpg@#@<p>The camouflaged objects</p> {<0><25><32><75>}<delim>{<1><64><27><76>}
COD10K-CAM-2-Terrestrial-26-Chameleon-1698.jpg@#@<p>The camouflaged objects</p> {<35><4><99><67>}
COD10K-CAM-1-Aquatic-13-Pipefish-521.jpg@#@<p>The camouflaged objects</p> {<35><11><100><98>}<delim>{<0><32><34><87>}
COD10K-CAM-4-Amphibian-68-Toad-4998.jpg@#@<p>The camouflaged objects</p> {<38><29><65><67>}<delim>{<0><0><100><94>}
COD10K-CAM-3-Flying-55-Butterfly-3341.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}<delim>{<15><19><32><27>}
COD10K-CAM-2-Terrestrial-44-Snake-2471.jpg@#@<p>The camouflaged objects</p> {<1><0><100><98>}
COD10K-CAM-1-Aquatic-13-Pipefish-686.jpg@#@<p>The camouflaged objects</p> {<28><5><75><74>}<delim>{<0><1><98><100>}
COD10K-CAM-3-Flying-54-Bittern-3268.jpg@#@<p>The camouflaged objects</p> {<1><2><98><100>}
COD10K-CAM-2-Terrestrial-34-Human-1990.jpg@#@<p>The camouflaged objects</p> {<15><62><36><94>}<delim>{<20><68><35><93>}
COD10K-CAM-3-Flying-64-Moth-4491.jpg@#@<p>The camouflaged objects</p> {<24><10><76><75>}
COD10K-CAM-3-Flying-59-Grasshopper-3824.jpg@#@<p>The camouflaged objects</p> {<3><2><94><85>}
COD10K-CAM-3-Flying-61-Katydid-4225.jpg@#@<p>The camouflaged objects</p> {<15><26><49><66>}<delim>{<39><10><97><73>}
COD10K-CAM-1-Aquatic-7-Flounder-292.jpg@#@<p>The camouflaged objects</p> {<23><1><100><81>}<delim>{<24><1><100><81>}
COD10K-CAM-2-Terrestrial-44-Snake-2491.jpg@#@<p>The camouflaged objects</p> {<1><1><100><100>}
COD10K-CAM-1-Aquatic-10-LeafySeaDragon-416.jpg@#@<p>The camouflaged objects</p> {<0><11><100><81>}<delim>{<15><27><54><63>}
COD10K-CAM-3-Flying-59-Grasshopper-3672.jpg@#@<p>The camouflaged objects</p> {<11><2><87><95>}
COD10K-CAM-1-Aquatic-15-SeaHorse-1043.jpg@#@<p>The camouflaged objects</p> {<34><23><60><71>}<delim>{<66><1><100><56>}
COD10K-CAM-2-Terrestrial-22-Bug-1283.jpg@#@<p>The camouflaged objects</p> {<24><18><55><83>}<delim>{<0><1><99><100>}
COD10K-CAM-3-Flying-60-Heron-3881.jpg@#@<p>The camouflaged objects</p> {<70><37><92><56>}<delim>{<65><34><81><48>}
COD10K-CAM-1-Aquatic-13-Pipefish-736.jpg@#@<p>The camouflaged objects</p> {<34><1><100><100>}<delim>{<0><0><26><78>}
COD10K-CAM-2-Terrestrial-45-Spider-2652.jpg@#@<p>The camouflaged objects</p> {<36><27><65><79>}<delim>{<40><25><57><74>}
COD10K-CAM-3-Flying-63-Mockingbird-4403.jpg@#@<p>The camouflaged objects</p> {<1><1><100><98>}<delim>{<54><26><69><73>}
COD10K-CAM-1-Aquatic-4-Crocodile-119.jpg@#@<p>The camouflaged objects</p> {<13><42><57><69>}<delim>{<76><72><96><96>}<delim>{<53><11><71><23>}
COD10K-CAM-2-Terrestrial-47-Tiger-2907.jpg@#@<p>The camouflaged objects</p> {<1><1><100><100>}
COD10K-CAM-3-Flying-61-Katydid-4122.jpg@#@<p>The camouflaged objects</p> {<12><45><46><73>}<delim>{<48><39><57><56>}
COD10K-CAM-4-Amphibian-67-Frog-4782.jpg@#@<p>The camouflaged objects</p> {<1><1><100><99>}
COD10K-CAM-3-Flying-64-Moth-4503.jpg@#@<p>The camouflaged objects</p> {<29><14><77><58>}<delim>{<27><38><81><57>}
COD10K-CAM-3-Flying-55-Butterfly-3409.jpg@#@<p>The camouflaged objects</p> {<15><17><92><89>}
COD10K-CAM-3-Flying-65-Owl-4519.jpg@#@<p>The camouflaged objects</p> {<48><28><73><50>}
COD10K-CAM-2-Terrestrial-23-Cat-1344.jpg@#@<p>The camouflaged objects</p> {<48><35><61><52>}<delim>{<47><34><60><48>}
COD10K-CAM-3-Flying-62-Mantis-4344.jpg@#@<p>The camouflaged objects</p> {<8><7><62><93>}
COD10K-CAM-2-Terrestrial-34-Human-2037.jpg@#@<p>The camouflaged objects</p> {<1><0><80><100>}
COD10K-CAM-1-Aquatic-6-Fish-221.jpg@#@<p>The camouflaged objects</p> {<54><18><76><98>}<delim>{<20><39><56><85>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-873.jpg@#@<p>The camouflaged objects</p> {<10><0><86><99>}<delim>{<73><57><86><100>}
COD10K-CAM-2-Terrestrial-34-Human-1993.jpg@#@<p>The camouflaged objects</p> {<53><36><67><69>}
COD10K-CAM-2-Terrestrial-23-Cat-1339.jpg@#@<p>The camouflaged objects</p> {<47><1><99><100>}<delim>{<13><1><61><100>}<delim>{<0><0><56><100>}
COD10K-CAM-2-Terrestrial-42-Sciuridae-2395.jpg@#@<p>The camouflaged objects</p> {<48><43><52><60>}<delim>{<47><45><51><60>}<delim>{<19><15><28><42>}
COD10K-CAM-2-Terrestrial-23-Cat-1488.jpg@#@<p>The camouflaged objects</p> {<28><69><50><95>}<delim>{<30><67><51><94>}<delim>{<13><29><37><83>}<delim>{<87><15><100><50>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-898.jpg@#@<p>The camouflaged objects</p> {<2><2><91><88>}<delim>{<72><24><95><64>}
COD10K-CAM-2-Terrestrial-23-Cat-1300.jpg@#@<p>The camouflaged objects</p> {<1><1><99><100>}<delim>{<26><76><54><98>}
COD10K-CAM-2-Terrestrial-45-Spider-2798.jpg@#@<p>The camouflaged objects</p> {<14><24><91><80>}
COD10K-CAM-3-Flying-53-Bird-3093.jpg@#@<p>The camouflaged objects</p> {<60><43><87><84>}<delim>{<18><13><43><52>}<delim>{<42><45><63><81>}
COD10K-CAM-3-Flying-53-Bird-3053.jpg@#@<p>The camouflaged objects</p> {<0><0><100><100>}
COD10K-CAM-2-Terrestrial-22-Bug-1291.jpg@#@<p>The camouflaged objects</p> {<19><20><83><99>}<delim>{<55><25><84><47>}
COD10K-CAM-2-Terrestrial-34-Human-2035.jpg@#@<p>The camouflaged objects</p> {<30><1><54><93>}<delim>{<52><37><81><95>}
COD10K-CAM-3-Flying-61-Katydid-3990.jpg@#@<p>The camouflaged objects</p> {<51><1><99><100>}<delim>{<18><42><35><71>}
COD10K-CAM-1-Aquatic-3-Crab-99.jpg@#@<p>The camouflaged objects</p> {<9><35><84><78>}<delim>{<80><18><100><46>}
COD10K-CAM-3-Flying-55-Butterfly-3436.jpg@#@<p>The camouflaged objects</p> {<1><1><99><98>}
COD10K-CAM-4-Amphibian-67-Frog-4764.jpg@#@<p>The camouflaged objects</p> {<1><37><100><100>}<delim>{<0><56><100><100>}
COD10K-CAM-4-Amphibian-68-Toad-4968.jpg@#@<p>The camouflaged objects</p> {<19><35><87><74>}<delim>{<0><0><52><62>}
COD10K-CAM-4-Amphibian-68-Toad-5014.jpg@#@<p>The camouflaged objects</p> {<0><1><100><98>}<delim>{<45><43><74><52>}
COD10K-CAM-2-Terrestrial-32-Giraffe-1937.jpg@#@<p>The camouflaged objects</p> {<0><1><100><97>}
COD10K-CAM-2-Terrestrial-45-Spider-2498.jpg@#@<p>The camouflaged objects</p> {<0><5><100><100>}
COD10K-CAM-2-Terrestrial-22-Bug-1289.jpg@#@<p>The camouflaged objects</p> {<1><20><98><100>}
COD10K-CAM-3-Flying-63-Mockingbird-4414.jpg@#@<p>The camouflaged objects</p> {<45><36><55><59>}<delim>{<50><36><56><59>}
COD10K-CAM-3-Flying-61-Katydid-4021.jpg@#@<p>The camouflaged objects</p> {<3><29><98><100>}
COD10K-CAM-3-Flying-53-Bird-3015.jpg@#@<p>The camouflaged objects</p> {<1><1><100><100>}
COD10K-CAM-3-Flying-56-Cicada-3547.jpg@#@<p>The camouflaged objects</p> {<1><1><94><97>}
COD10K-CAM-2-Terrestrial-23-Cat-1432.jpg@#@<p>The camouflaged objects</p> {<2><0><99><96>}
COD10K-CAM-3-Flying-61-Katydid-4191.jpg@#@<p>The camouflaged objects</p> {<1><25><100><97>}
COD10K-CAM-1-Aquatic-4-Crocodile-115.jpg@#@<p>The camouflaged objects</p> {<12><43><93><61>}
COD10K-CAM-2-Terrestrial-38-Lizard-2278.jpg@#@<p>The camouflaged objects</p> {<16><32><87><95>}
COD10K-CAM-2-Terrestrial-36-Leopard-2072.jpg@#@<p>The camouflaged objects.</p> {<1><36><98><100>}
COD10K-CAM-3-Flying-64-Moth-4471.jpg@#@<p>The camouflaged objects</p> {<59><4><96><71>}<delim>{<0><40><62><100>}<delim>{<85><14><100><71>}
COD10K-CAM-3-Flying-56-Cicada-3537.jpg@#@<p>The camouflaged objects</p> {<46><14><79><86>}<delim>{<46><13><79><86>}
COD10K-CAM-2-Terrestrial-45-Spider-2771.jpg@#@<p>The camouflaged objects</p> {<15><20><79><84>}
COD10K-CAM-3-Flying-63-Mockingbird-4405.jpg@#@<p>The camouflaged objects</p> {<0><1><99><100>}
COD10K-CAM-3-Flying-62-Mantis-4301.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}
COD10K-CAM-2-Terrestrial-45-Spider-2645.jpg@#@<p>The camouflaged objects</p> {<8><8><79><100>}
COD10K-CAM-2-Terrestrial-38-Lizard-2178.jpg@#@<p>The camouflaged objects</p> {<1><32><26><56>}<delim>{<15><27><30><45>}<delim>{<0><28><18><54>}
COD10K-CAM-1-Aquatic-7-Flounder-259.jpg@#@<p>The camouflaged objects</p> {<14><21><80><83>}
COD10K-CAM-3-Flying-61-Katydid-4022.jpg@#@<p>The camouflaged objects</p> {<1><22><96><98>}
COD10K-CAM-4-Amphibian-67-Frog-4775.jpg@#@<p>The camouflaged objects</p> {<1><1><100><98>}<delim>{<63><0><96><26>}
COD10K-CAM-2-Terrestrial-28-Deer-1785.jpg@#@<p>The camouflaged objects</p> {<0><0><100><100>}
COD10K-CAM-1-Aquatic-6-Fish-227.jpg@#@<p>The camouflaged objects</p> {<32><40><81><67>}<delim>{<32><51><78><68>}
COD10K-CAM-2-Terrestrial-24-Caterpillar-1622.jpg@#@<p>The camouflaged objects</p> {<39><14><87><89>}<delim>{<39><10><60><52>}
COD10K-CAM-3-Flying-61-Katydid-4077.jpg@#@<p>The camouflaged objects</p> {<16><14><50><89>}<delim>{<27><16><55><83>}
COD10K-CAM-3-Flying-50-Bat-2960.jpg@#@<p>The camouflaged objects</p> {<45><37><71><93>}<delim>{<45><38><62><65>}
COD10K-CAM-2-Terrestrial-45-Spider-2580.jpg@#@<p>The camouflaged objects</p> {<51><20><85><73>}<delim>{<20><40><64><100>}
COD10K-CAM-2-Terrestrial-38-Lizard-2240.jpg@#@<p>The camouflaged objects</p> {<41><25><76><53>}<delim>{<0><0><100><100>}
COD10K-CAM-2-Terrestrial-45-Spider-2626.jpg@#@<p>The camouflaged objects</p> {<0><4><98><100>}
COD10K-CAM-1-Aquatic-2-ClownFish-18.jpg@#@<p>The camouflaged objects</p> {<45><25><56><48>}<delim>{<1><0><100><100>}
COD10K-CAM-3-Flying-55-Butterfly-3370.jpg@#@<p>The camouflaged objects</p> {<45><14><79><82>}<delim>{<0><0><30><99>}<delim>{<46><15><69><53>}
COD10K-CAM-1-Aquatic-13-Pipefish-547.jpg@#@<p>The camouflaged objects</p> {<1><3><100><100>}
COD10K-CAM-2-Terrestrial-24-Caterpillar-1596.jpg@#@<p>The camouflaged objects</p> {<25><25><76><61>}
COD10K-CAM-1-Aquatic-19-Stingaree-1204.jpg@#@<p>The camouflaged objects</p> {<14><36><85><99>}<delim>{<0><21><9><45>}<delim>{<59><21><67><30>}
COD10K-CAM-2-Terrestrial-28-Deer-1766.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}
COD10K-CAM-3-Flying-56-Cicada-3533.jpg@#@<p>The camouflaged objects</p> {<34><6><70><100>}<delim>{<1><2><25><100>}
COD10K-CAM-3-Flying-62-Mantis-4375.jpg@#@<p>The camouflaged objects</p> {<34><48><92><71>}<delim>{<34><48><92><71>}
COD10K-CAM-1-Aquatic-15-SeaHorse-1076.jpg@#@<p>The camouflaged objects</p> {<54><23><99><100>}<delim>{<1><0><61><99>}
COD10K-CAM-3-Flying-61-Katydid-4198.jpg@#@<p>The camouflaged objects</p> {<4><10><100><98>}
COD10K-CAM-3-Flying-55-Butterfly-3328.jpg@#@<p>The camouflaged objects</p> {<18><29><47><63>}<delim>{<35><54><90><100>}
COD10K-CAM-1-Aquatic-13-Pipefish-573.jpg@#@<p>The camouflaged objects</p> {<18><1><92><75>}
COD10K-CAM-3-Flying-59-Grasshopper-3847.jpg@#@<p>The camouflaged objects</p> {<1><0><92><94>}
COD10K-CAM-3-Flying-59-Grasshopper-3615.jpg@#@<p>The camouflaged objects</p> {<14><12><70><64>}<delim>{<83><12><100><29>}
COD10K-CAM-2-Terrestrial-42-Sciuridae-2413.jpg@#@<p>The camouflaged objects</p> {<0><30><100><94>}<delim>{<28><62><58><94>}<delim>{<73><27><98><52>}
COD10K-CAM-4-Amphibian-67-Frog-4756.jpg@#@<p>The camouflaged objects</p> {<1><0><100><100>}<delim>{<1><0><100><100>}<delim>{<1><0><100><100>}
COD10K-CAM-3-Flying-64-Moth-4480.jpg@#@<p>The camouflaged objects</p> {<1><3><100><99>}<delim>{<44><7><62><32>}
COD10K-CAM-1-Aquatic-13-Pipefish-527.jpg@#@<p>The camouflaged objects</p> {<2><34><96><75>}
COD10K-CAM-2-Terrestrial-27-Cheetah-1756.jpg@#@<p>The camouflaged objects</p> {<24><41><77><96>}<delim>{<18><40><63><94>}
COD10K-CAM-4-Amphibian-68-Toad-4976.jpg@#@<p>The camouflaged objects</p> {<1><46><42><82>}<delim>{<53><1><60><23>}
COD10K-CAM-2-Terrestrial-43-Sheep-2422.jpg@#@<p>The camouflaged objects</p> {<1><0><100><99>}
COD10K-CAM-2-Terrestrial-45-Spider-2531.jpg@#@<p>The camouflaged objects</p> {<27><31><49><93>}<delim>{<38><0><56><35>}<delim>{<1><0><10><55>}
COD10K-CAM-5-Other-69-Other-5059.jpg@#@<p>The camouflaged objects</p> {<41><40><93><65>}<delim>{<82><75><99><100>}
COD10K-CAM-1-Aquatic-15-SeaHorse-1014.jpg@#@<p>The camouflaged objects</p> {<32><10><100><71>}<delim>{<64><45><100><69>}<delim>{<0><47><62><100>}
COD10K-CAM-2-Terrestrial-29-Dog-1836.jpg@#@<p>The camouflaged objects</p> {<63><64><73><78>}<delim>{<23><59><31><67>}<delim>{<0><66><9><78>}
COD10K-CAM-1-Aquatic-15-SeaHorse-1110.jpg@#@<p>The camouflaged objects</p> {<26><1><75><98>}
COD10K-CAM-3-Flying-53-Bird-3105.jpg@#@<p>The camouflaged objects</p> {<34><32><74><64>}<delim>{<17><49><59><64>}
COD10K-CAM-4-Amphibian-67-Frog-4748.jpg@#@<p>The camouflaged objects</p> {<0><1><99><100>}
COD10K-CAM-3-Flying-61-Katydid-4020.jpg@#@<p>The camouflaged objects</p> {<14><27><84><75>}<delim>{<0><39><26><72>}
COD10K-CAM-2-Terrestrial-45-Spider-2715.jpg@#@<p>The camouflaged objects</p> {<0><0><100><100>}<delim>{<52><37><69><48>}
COD10K-CAM-1-Aquatic-15-SeaHorse-1032.jpg@#@<p>The camouflaged objects</p> {<27><4><46><51>}<delim>{<74><50><96><78>}<delim>{<55><13><89><49>}
COD10K-CAM-3-Flying-56-Cicada-3486.jpg@#@<p>The camouflaged objects</p> {<34><29><88><73>}<delim>{<1><46><22><100>}<delim>{<34><29><88><73>}
COD10K-CAM-3-Flying-60-Heron-3927.jpg@#@<p>The camouflaged objects</p> {<0><43><86><100>}
COD10K-CAM-2-Terrestrial-45-Spider-2519.jpg@#@<p>The camouflaged objects</p> {<24><10><67><93>}<delim>{<45><12><67><80>}
COD10K-CAM-1-Aquatic-13-Pipefish-501.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}
COD10K-CAM-2-Terrestrial-49-Worm-2952.jpg@#@<p>The camouflaged objects</p> {<0><0><100><98>}
COD10K-CAM-2-Terrestrial-38-Lizard-2319.jpg@#@<p>The camouflaged objects</p> {<1><21><82><93>}
COD10K-CAM-2-Terrestrial-45-Spider-2659.jpg@#@<p>The camouflaged objects</p> {<29><20><99><96>}<delim>{<0><17><33><53>}
COD10K-CAM-3-Flying-61-Katydid-4117.jpg@#@<p>The camouflaged objects</p> {<16><3><38><74>}<delim>{<0><1><27><99>}
COD10K-CAM-1-Aquatic-3-Crab-24.jpg@#@<p>The camouflaged objects</p> {<23><4><72><100>}<delim>{<76><25><100><99>}
COD10K-CAM-1-Aquatic-3-Crab-23.jpg@#@<p>The camouflaged objects</p> {<7><20><81><96>}<delim>{<0><43><100><100>}
COD10K-CAM-3-Flying-62-Mantis-4319.jpg@#@<p>The camouflaged objects</p> {<26><1><90><86>}<delim>{<27><34><89><92>}
COD10K-CAM-3-Flying-55-Butterfly-3377.jpg@#@<p>The camouflaged objects.</p> {<0><1><100><100>}
COD10K-CAM-3-Flying-56-Cicada-3447.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}
COD10K-CAM-4-Amphibian-67-Frog-4768.jpg@#@<p>The camouflaged objects</p> {<40><45><64><66>}<delim>{<39><43><68><67>}
COD10K-CAM-3-Flying-53-Bird-3213.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}
COD10K-CAM-3-Flying-61-Katydid-4160.jpg@#@<p>The camouflaged objects</p> {<1><1><100><100>}<delim>{<1><1><100><100>}<delim>{<1><1><100><100>}
COD10K-CAM-2-Terrestrial-48-Wolf-2921.jpg@#@<p>The camouflaged objects</p> {<15><0><28><100>}<delim>{<46><1><55><99>}<delim>{<1><1><13><75>}
COD10K-CAM-1-Aquatic-15-SeaHorse-980.jpg@#@<p>The camouflaged objects</p> {<1><1><100><99>}<delim>{<1><65><36><99>}
COD10K-CAM-3-Flying-65-Owl-4647.jpg@#@<p>The camouflaged objects</p> {<32><10><64><63>}<delim>{<58><49><65><76>}<delim>{<6><1><24><24>}<delim>{<0><0><12><29>}
COD10K-CAM-2-Terrestrial-38-Lizard-2282.jpg@#@<p>The camouflaged objects</p> {<48><19><92><77>}<delim>{<39><29><69><75>}
COD10K-CAM-1-Aquatic-3-Crab-35.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}
COD10K-CAM-4-Amphibian-67-Frog-4729.jpg@#@<p>The camouflaged objects</p> {<3><5><100><72>}<delim>{<64><8><99><68>}
COD10K-CAM-1-Aquatic-13-Pipefish-789.jpg@#@<p>The camouflaged objects</p> {<28><18><76><80>}<delim>{<49><3><100><99>}
COD10K-CAM-2-Terrestrial-29-Dog-1825.jpg@#@<p>The camouflaged objects</p> {<44><40><87><72>}<delim>{<69><54><89><73>}<delim>{<33><0><66><48>}
COD10K-CAM-3-Flying-56-Cicada-3480.jpg@#@<p>The camouflaged objects</p> {<46><38><66><77>}<delim>{<52><51><64><69>}
COD10K-CAM-3-Flying-61-Katydid-4232.jpg@#@<p>The camouflaged objects</p> {<16><24><87><96>}
COD10K-CAM-2-Terrestrial-34-Human-1980.jpg@#@<p>The camouflaged objects</p> {<75><0><100><100>}<delim>{<63><74><75><91>}
COD10K-CAM-3-Flying-62-Mantis-4384.jpg@#@<p>The camouflaged objects</p> {<17><25><47><79>}<delim>{<35><44><76><70>}
COD10K-CAM-1-Aquatic-15-SeaHorse-1015.jpg@#@<p>The camouflaged objects</p> {<49><36><57><68>}<delim>{<27><34><60><100>}<delim>{<1><0><100><100>}
COD10K-CAM-3-Flying-51-Bee-2983.jpg@#@<p>The camouflaged objects</p> {<40><27><61><58>}<delim>{<69><49><83><79>}<delim>{<1><42><67><100>}
COD10K-CAM-2-Terrestrial-38-Lizard-2276.jpg@#@<p>The camouflaged objects</p> {<34><11><50><64>}<delim>{<34><11><50><64>}<delim>{<43><24><49><53>}
COD10K-CAM-3-Flying-53-Bird-3218.jpg@#@<p>The camouflaged objects.</p> {<24><7><63><89>}<delim>{<0><1><100><100>}
COD10K-CAM-1-Aquatic-9-GhostPipefish-359.jpg@#@<p>The camouflaged objects</p> {<1><1><100><97>}<delim>{<24><12><65><93>}
COD10K-CAM-2-Terrestrial-34-Human-2007.jpg@#@<p>The camouflaged objects</p> {<38><42><57><57>}<delim>{<49><40><59><56>}
COD10K-CAM-2-Terrestrial-45-Spider-2693.jpg@#@<p>The camouflaged objects</p> {<1><1><100><100>}
COD10K-CAM-2-Terrestrial-45-Spider-2637.jpg@#@<p>The camouflaged objects</p> {<1><1><100><100>}
COD10K-CAM-3-Flying-62-Mantis-4349.jpg@#@<p>The camouflaged objects</p> {<1><7><98><98>}
COD10K-CAM-2-Terrestrial-22-Bug-1286.jpg@#@<p>The camouflaged objects</p> {<28><11><70><82>}
COD10K-CAM-2-Terrestrial-23-Cat-1443.jpg@#@<p>The camouflaged objects</p> {<0><12><84><100>}
COD10K-CAM-3-Flying-59-Grasshopper-3737.jpg@#@<p>The camouflaged objects</p> {<20><45><87><81>}
COD10K-CAM-2-Terrestrial-23-Cat-1390.jpg@#@<p>The camouflaged objects</p> {<64><61><92><90>}<delim>{<87><65><92><73>}<delim>{<76><66><88><80>}
COD10K-CAM-4-Amphibian-67-Frog-4774.jpg@#@<p>The camouflaged objects</p> {<16><34><53><79>}<delim>{<0><14><45><56>}
COD10K-CAM-3-Flying-56-Cicada-3521.jpg@#@<p>The camouflaged objects</p> {<32><30><54><62>}<delim>{<33><29><55><51>}<delim>{<34><1><65><45>}
COD10K-CAM-2-Terrestrial-35-Kangaroo-2050.jpg@#@<p>The camouflaged objects</p> {<1><31><100><98>}<delim>{<62><40><66><64>}
COD10K-CAM-2-Terrestrial-38-Lizard-2141.jpg@#@<p>The camouflaged objects</p> {<0><1><75><85>}<delim>{<92><0><100><40>}
COD10K-CAM-1-Aquatic-7-Flounder-284.jpg@#@<p>The camouflaged objects</p> {<4><2><100><98>}
COD10K-CAM-3-Flying-61-Katydid-4174.jpg@#@<p>The camouflaged objects</p> {<3><10><60><95>}<delim>{<52><0><99><45>}
COD10K-CAM-3-Flying-52-Beetle-3009.jpg@#@<p>The camouflaged objects</p> {<25><9><79><84>}<delim>{<30><70><65><83>}<delim>{<0><1><17><37>}
